artwork,name,emotion,style,genre
43494,jan-matejko_old-man-s-head.jpg,4,22,9
43495,jan-matejko_ostafij-daszkiewicz.jpg,1,22,9
43496,jan-matejko_output-scholars.jpg,7,22,4
43497,jan-matejko_output-scholars-from-krakow.jpg,1,22,4
43498,jan-matejko_peter-the-hermit.jpg,0,22,9
43499,jan-matejko_peter-moszynski.jpg,2,22,9
43500,jan-matejko_polonia-1863.jpg,1,22,4
43501,jan-matejko_polonia.jpg,1,22,4
43502,jan-matejko_portrait-of-a-daughter-beata.jpg,8,22,9
43503,jan-matejko_portrait-of-a-father.jpg,7,22,9
43504,jan-matejko_portrait-of-alfred-potocki-1879.jpg,1,22,9
43507,jan-matejko_portrait-of-the-artist-s-four-children-1879.jpg,3,22,9
43508,jan-matejko_portrait-of-sister.jpg,4,22,9
43509,jan-matejko_portrait-of-three-children.jpg,2,22,9
43510,jan-matejko_przemysl.jpg,5,22,9
43511,jan-matejko_przemysl-ii.jpg,1,22,9
43512,jan-matejko_richensa-of-lotharingia.jpg,7,22,9
43513,jan-matejko_rp-babinska-f.jpg,2,22,4
43514,jan-matejko_saint-casimir.jpg,7,22,12
43515,jan-matejko_samuel-zborowski.jpg,4,22,4
43516,jan-matejko_self-portrait-1892.jpg,2,22,3
43517,jan-matejko_self-portrait.jpg,1,22,3
43519,jan-matejko_sigismund-augustus.jpg,8,22,9
43520,jan-matejko_sigismund-i-the-old.jpg,8,22,9
43521,jan-matejko_sigismund-iii-vasa.jpg,5,22,9
43522,jan-matejko_sigismund-iii-vasa-1.jpg,7,22,9
43523,jan-matejko_sigismund-ii-august.jpg,8,22,9
43524,jan-matejko_sigismund-iii-vasa-2.jpg,1,22,9
43525,jan-matejko_sigmund-and-barbara.jpg,4,22,4
43526,jan-matejko_sigmund-and-barbara-1.jpg,2,22,4
43527,jan-matejko_sigmund-and-barbara-2.jpg,5,22,4
43528,jan-matejko_skarga-s-sermon-1864.jpg,3,22,4
43529,jan-matejko_son-george.jpg,2,22,4
43530,jan-matejko_song.jpg,1,22,12
43531,jan-matejko_st-stanislaus-killing.jpg,4,22,12
43532,jan-matejko_st-mary-s-church.jpg,1,22,17
43535,jan-matejko_stanislaw-leszczynski.jpg,7,22,9
43536,jan-matejko_stanislaw-august.jpg,1,22,9
43537,jan-matejko_stanislaw-leszczynski-1.jpg,2,22,9
43538,jan-matejko_stefan-batory.jpg,8,22,9
43539,jan-matejko_still-life.jpg,2,22,15
43540,jan-matejko_stoup.jpg,4,22,4
43541,jan-matejko_tadeusz-stryjeriski.jpg,5,22,14
43542,jan-matejko_teodora-matejko.jpg,1,22,9
43543,jan-matejko_the-young-man.jpg,2,22,9
43544,jan-matejko_to-stanczyk.jpg,5,22,4
43545,jan-matejko_tugai-bey.jpg,1,22,9
43546,jan-matejko_view-of-bebek-near-constantinople-1872.jpg,2,22,8
43547,jan-matejko_wenceslaus-ii.jpg,8,22,9
43548,jan-matejko_wenceslaus-ii-1.jpg,2,22,9
43552,jan-matejko_wladyslaw-the-short.jpg,7,22,4
43553,jan-matejko_wladyslaw-the-short-1.jpg,8,22,9
43554,jan-matejko_wladyslaw-the-short-2.jpg,2,22,9
43555,jan-matejko_wladyslaw-herman.jpg,7,22,9
43556,jan-matejko_wladyslaw-herman-1.jpg,2,22,9
43557,jan-matejko_wladyslaw-ii-the-exile.jpg,8,22,9
43558,jan-matejko_wladyslaw-iii-laskonogi.jpg,1,22,9
43559,jan-matejko_wladyslaw-iv-vasa.jpg,7,22,9
43560,jan-matejko_wladyslaw-jagiello.jpg,2,22,9
43561,jan-matejko_wladyslaw-jagiello-1.jpg,1,22,9
43562,jan-matejko_wladyslaw-laskonogi.jpg,8,22,9
43563,jan-matejko_wladyslaw-of-varna.jpg,7,22,9
43564,jan-matejko_wladyslaw-of-varna-1.jpg,1,22,9
43565,jan-matejko_wladyslaw-the-exile.jpg,2,22,9
43566,jan-matejko_wladyslaw-white-in-dijon-1867.jpg,7,22,9
43567,jan-matejko_young-woman.jpg,4,22,9
43568,jan-matejko_zamoyski-at-byczyna.jpg,8,22,4
43569,jan-matejko_zhovkva.jpg,2,22,17
43570,jan-matejko_zygmunt-the-stary.jpg,7,22,9
43571,diego-velazquez_portrait-of-a-man-supposedly-juan-mateos-philip-iv-s-master-of-the-hunt.jpg,1,2,9
43604,theo-van-doesburg_a-child-1904.jpg,0,3,14
43605,theo-van-doesburg_a-dog-1899.jpg,2,21,2
43606,theo-van-doesburg_abraham-kuyper-1910.jpg,5,3,9
43608,theo-van-doesburg_abstract-portrait-1915.jpg,7,7,9
43610,theo-van-doesburg_alderman-of-education-1910.jpg,5,3,9
43611,theo-van-doesburg_archangel-1910.jpg,2,3,9
43612,theo-van-doesburg_beggar-1914.jpg,4,3,4
43613,theo-van-doesburg_burgerman-1910.jpg,4,3,9
43616,theo-van-doesburg_composition-the-cow.jpg,2,3,14
43617,theo-van-doesburg_composition-the-cow-1.jpg,8,7,14
43618,theo-van-doesburg_composition-the-cow-2.jpg,8,3,14
43619,theo-van-doesburg_composition-the-cow-3.jpg,8,7,14
43620,theo-van-doesburg_composition-the-cow-4.jpg,8,7,14
43621,theo-van-doesburg_composition-the-cow-5.jpg,8,7,14
43622,theo-van-doesburg_composition-the-cow-6.jpg,2,7,14
43623,theo-van-doesburg_composition-the-cow-7.jpg,0,7,14
43624,theo-van-doesburg_composition-iii-still-life-1916.jpg,1,7,15
43625,theo-van-doesburg_composition-with-three-heads-from-sketchbook-13.jpg,8,7,14
43626,theo-van-doesburg_cover-of-balance-by-j-elgenhuis-1916.jpg,8,3,11
43627,theo-van-doesburg_cover-of-the-masks-1910.jpg,8,3,11
43628,theo-van-doesburg_cover-of-three-lectures-about-the-new-art-1919.jpg,1,1,11
43631,theo-van-doesburg_dancing-man-from-sketchbook-60-1931.jpg,1,3,14
43633,theo-van-doesburg_don-juan-1910.jpg,5,3,9
43634,theo-van-doesburg_dune-landscape.jpg,1,21,8
43635,theo-van-doesburg_dunes-and-sea.jpg,4,21,8
43636,theo-van-doesburg_farmer-1910.jpg,5,3,9
43637,theo-van-doesburg_female-nude-on-a-chair-1931.jpg,8,3,14
43638,theo-van-doesburg_frederik-van-eeden-1910.jpg,7,3,9
43642,theo-van-doesburg_jar-of-chrysanthemums.jpg,7,3,10
43643,theo-van-doesburg_kneeling-nude.jpg,5,7,0
43644,theo-van-doesburg_krishna-playing-a-flute-1916.jpg,5,3,14
43645,theo-van-doesburg_landscape-1916.jpg,7,7,8
43646,theo-van-doesburg_landscape-study-for-composition-xii-1918.jpg,6,7,14
43647,theo-van-doesburg_landscape-with-hay-cart-church-towers-and-windmill-1901.jpg,5,21,8
43648,theo-van-doesburg_lena-in-interieur-1917.jpg,8,7,9
43649,theo-van-doesburg_old-faun-self-portrait-1909.jpg,8,3,3
43650,theo-van-doesburg_portrait-of-a-j-j-de-winter.jpg,5,3,9
43651,theo-van-doesburg_portrait-of-christian-leibbrandt-1906.jpg,8,21,9
43652,theo-van-doesburg_portrait-of-lena-milius.jpg,8,3,9
43653,theo-van-doesburg_portrait-of-louis-peter-milius.jpg,8,3,9
43654,theo-van-doesburg_portrait-of-nelly-van-doesburg.jpg,2,3,9
43655,theo-van-doesburg_potrait-of-evert-rinsema-1915.jpg,4,3,9
43657,theo-van-doesburg_river-landscape-with-mill-1931.jpg,4,21,8
43658,theo-van-doesburg_self-portrait-1913.jpg,5,21,3
43659,theo-van-doesburg_self-portrait-1906.jpg,7,3,3
43660,theo-van-doesburg_self-portrait-with-hat-1909.jpg,7,16,3
43661,theo-van-doesburg_self-portrait-with-hat-1909-1.jpg,7,3,3
43662,theo-van-doesburg_self-portrait-with-hat-1906.jpg,5,3,3
43663,theo-van-doesburg_still-life-1906.jpg,7,21,15
43665,theo-van-doesburg_still-life-with-statue-vase-and-jar-1920.jpg,6,3,15
43666,theo-van-doesburg_study-for-composition-viii-the-cow.jpg,4,3,14
43667,theo-van-doesburg_summer-dream.jpg,7,3,4
43668,theo-van-doesburg_the-cardplayers-1916.jpg,2,7,4
43669,theo-van-doesburg_tree-1916.jpg,5,7,8
43670,theo-van-doesburg_troelstra-1910.jpg,5,3,9
43671,theo-van-doesburg_two-dogs-1899.jpg,2,21,2
44036,grandma-moses_not_detected_251590.jpg,2,29,8
44039,grandma-moses_not_detected_251609.jpg,2,29,8
44040,grandma-moses_not_detected_251621.jpg,2,29,4
44041,grandma-moses_not_detected_251622.jpg,2,29,17
44045,grandma-moses_not_detected_251645.jpg,2,29,4
44047,grandma-moses_shenandoah-valley-1938.jpg,2,29,8
44048,grandma-moses_the-quilting-bee.jpg,5,29,4
44049,grandma-moses_winter.jpg,2,29,8
44050,grandma-moses_halloween-1955.jpg,2,29,4
44051,grandma-moses_country-fair-1950.jpg,3,29,4
44052,grandma-moses_joy-ride-1953.jpg,3,29,4
44053,grandma-moses_eagle-bridge-hotel-1959.jpg,2,29,4
44054,grandma-moses_so-long-till-next-year-1960.jpg,3,29,4
44055,grandma-moses_the-rainbow-1961.jpg,2,29,4
44056,grandma-moses_catching-the-thanksgiving-turkey-1943.jpg,2,29,4
44057,grandma-moses_the-burning-of-troy-in-1862-1943.jpg,7,29,4
44058,grandma-moses_sugaring-off-1943.jpg,2,29,4
44059,grandma-moses_checkered-house-1943.jpg,5,29,4
44060,grandma-moses_wash-day-1945.jpg,2,29,4
44061,grandma-moses_hoosick-valley-from-the-window-1946.jpg,2,29,8
44062,grandma-moses_christmas-at-home.jpg,2,29,4
44063,grandma-moses_a-storm-is-on-the-water-now-1947.jpg,2,29,8
44064,grandma-moses_the-thunderstorm-1948.jpg,3,29,4
44065,grandma-moses_a-beautiful-world-1948.jpg,2,29,8
44066,grandma-moses_grandma-moses-goes-to-the-big-city-1946.jpg,2,29,8
44067,grandma-moses_mt-nebo-on-the-hill-1940.jpg,2,29,8
44068,grandma-moses_a-blizzard-1956.jpg,3,29,8
44069,grandma-moses_let-me-help.jpg,2,29,8
44070,grandma-moses_a-tramp-on-christmas-day-1946.jpg,8,29,4
44071,jan-steen_a-village-revel-1673.jpg,7,2,4
44072,jan-steen_a-village-wedding-1653.jpg,8,2,4
44073,jan-steen_a-village-wedding.jpg,3,2,4
44074,jan-steen_a-village-wedding-feast-with-revellers-and-a-dancing-party.jpg,2,2,4
44075,jan-steen_action-proves-the-man-1659.jpg,2,2,4
44076,jan-steen_amnon-and-tamar-1670.jpg,2,2,4
44077,jan-steen_an-old-to-young-girl.jpg,2,2,4
44078,jan-steen_argument-over-a-card-game.jpg,7,2,4
44079,jan-steen_arrival-of-a-visitor.jpg,5,2,4
44080,jan-steen_baker-oostwaert-and-his-wife.jpg,3,2,9
44081,jan-steen_baptism.jpg,2,2,4
44082,jan-steen_bathsheba-receiving-david-s-letter.jpg,2,2,12
44083,jan-steen_burgher-of-delft-and-his-daughter-1655.jpg,1,2,4
44084,jan-steen_card-players.jpg,5,2,4
44085,jan-steen_cat-family.jpg,3,2,4
44086,jan-steen_celebrating-the-birth-1664.jpg,6,2,4
44087,jan-steen_cheated-groom-1670.jpg,2,2,4
44088,jan-steen_choice-between-richness-and-youth-1663.jpg,7,2,4
44089,jan-steen_country-wedding-1666.jpg,2,2,4
44090,jan-steen_couple-in-a-bedroom-1670.jpg,5,2,4
44091,jan-steen_court.jpg,2,2,4
44092,jan-steen_dancing-couple-1663.jpg,2,2,4
44093,jan-steen_dancing-couple-detail-1663.jpg,5,2,4
44094,jan-steen_dancing-couple-detail-1663-1.jpg,5,2,4
44095,jan-steen_dancing-couple-detail-1663-2.jpg,4,2,4
44096,jan-steen_dancing-couple-detail-1663-3.jpg,2,2,4
44097,jan-steen_dancing-couple-detail-1663-4.jpg,5,2,4
44098,jan-steen_dancing-couple-detail-1663-5.jpg,3,2,4
44099,jan-steen_dancing-couple-detail-1663-6.jpg,1,2,4
44100,jan-steen_dancing-couple-detail-1663-7.jpg,4,2,4
44101,jan-steen_dancing-couple-detail-1663-8.jpg,7,2,4
44102,jan-steen_dancing-couple-detail-1663-9.jpg,2,2,4
44103,jan-steen_dancing-couple-detail-1663-10.jpg,3,2,4
44104,jan-steen_dancing-couple-detail-1663-11.jpg,5,2,4
44105,jan-steen_dancing-couple-detail-1663-12.jpg,1,2,4
44106,jan-steen_dancing-lesson.jpg,5,2,4
44107,jan-steen_dissolute-household.jpg,5,2,4
44108,jan-steen_dissolute-household-1664.jpg,3,2,4
44109,jan-steen_doctor-s-visit-1662.jpg,2,2,4
44110,jan-steen_doctor-s-visit-1670.jpg,4,2,4
44111,jan-steen_doctor-s-visit-1665.jpg,2,2,4
44112,jan-steen_doctor-s-visit.jpg,8,2,4
44113,jan-steen_doctor-s-visit-1.jpg,4,2,4
44114,jan-steen_drawing-lesson.jpg,2,2,4
44115,jan-steen_drinker.jpg,5,2,4
44116,jan-steen_drunk-woman.jpg,3,2,4
44117,jan-steen_easy-come-easy-go.jpg,2,2,4
44118,jan-steen_effects-of-intemperance-1665.jpg,4,2,4
44119,jan-steen_egg-dance-1674.jpg,3,2,4
44120,jan-steen_family-holiday.jpg,2,2,4
44121,jan-steen_fat-kitchen.jpg,6,2,4
44122,jan-steen_feast-of-st-nicholas-1665.jpg,2,2,4
44123,jan-steen_feast-of-the-chamber-of-rhetoricians-near-a-town-gate.jpg,3,2,4
44124,jan-steen_garden-party-1677.jpg,3,2,4
44125,jan-steen_girl-eating-oysters-1660.jpg,5,2,4
44126,jan-steen_harpsichord-lesson-1660.jpg,2,2,4
44127,jan-steen_idlers-1660.jpg,5,2,4
44128,jan-steen_in-the-tavern-1660.jpg,6,2,4
44129,jan-steen_inn-with-violinist-card-players-1668.jpg,5,2,4
44130,jan-steen_lean-kitchen.jpg,2,2,4
44131,jan-steen_leaving-the-tavern.jpg,2,2,4
44132,jan-steen_life-of-man-1665.jpg,2,2,4
44133,jan-steen_little-collector-1665.jpg,2,2,4
44134,jan-steen_liveliest-1660.jpg,5,2,4
44135,jan-steen_love-sickness-1660.jpg,4,2,4
44136,jan-steen_marriage-contract.jpg,4,2,4
44137,jan-steen_meal.jpg,3,2,4
44138,jan-steen_merry-company-on-a-terrace-1675.jpg,5,2,4
44139,jan-steen_merry-couple.jpg,3,2,4
44140,jan-steen_merry-family-1668.jpg,5,2,4
44141,jan-steen_merry-threesom-1672.jpg,8,2,4
44142,jan-steen_morning-toilet-1665.jpg,8,2,4
44143,jan-steen_mother-and-child.jpg,4,2,4
44144,jan-steen_nocturnal-serenade-1675.jpg,5,2,4
44145,jan-steen_parrot-cage.jpg,2,2,4
44146,jan-steen_peasant-wedding.jpg,3,2,4
44147,jan-steen_peasants-before-an-inn-1653.jpg,2,2,4
44148,jan-steen_portrait-of-geertruy-gael-second-wife-of-gerrit-gerritsz-schouten-1665.jpg,1,2,9
44149,jan-steen_portrait-of-gerrit-gerritsz-schouten-1665.jpg,8,2,9
44150,jan-steen_prayer-before-meal-1660.jpg,4,2,4
44151,jan-steen_prayer-before-meal-1665.jpg,2,2,4
44152,jan-steen_prince-s-day-1660.jpg,2,2,4
44153,jan-steen_pub-garden-1663.jpg,2,2,4
44154,jan-steen_quack.jpg,4,2,4
44155,jan-steen_quackdoctor-1651.jpg,5,2,4
44156,jan-steen_return-of-the-prodigal-son-1670.jpg,1,2,4
44157,jan-steen_revelry-at-an-inn-1674.jpg,5,2,4
44159,jan-steen_rhetoricians-1668.jpg,5,2,4
44160,jan-steen_robbed-violin-player.jpg,5,2,4
44161,jan-steen_sacrifice-of-iphigenia.jpg,4,2,13
44162,jan-steen_samson-and-delilah-1670.jpg,7,2,12
44163,jan-steen_samson-and-delilah-1668.jpg,4,2,12
44164,jan-steen_school-teacher.jpg,5,2,4
44165,jan-steen_schoolmaster-1665.jpg,1,2,4
44166,jan-steen_self-portrait.jpg,6,2,3
44167,jan-steen_self-portrait-with-a-lute.jpg,5,2,3
44168,jan-steen_sick-old-man-1660.jpg,2,2,4
44169,jan-steen_sick-woman-1670.jpg,8,2,4
44170,jan-steen_sick-woman.jpg,4,2,4
44171,jan-steen_skittle-players-outside-an-inn-1663.jpg,2,2,4
44172,jan-steen_smoker.jpg,6,2,4
44173,jan-steen_supper-at-emmaus-1668.jpg,4,2,12
44174,jan-steen_tavern-scene.jpg,2,2,4
44175,jan-steen_the-dancing-couple-1663.jpg,5,2,4
44176,jan-steen_the-way-you-hear-it-1665.jpg,5,2,4
44177,jan-steen_tric-trac-players-1667.jpg,8,2,4
44178,jan-steen_twelfth-night.jpg,3,2,4
44179,jan-steen_twelfth-night-1662.jpg,2,2,4
44180,jan-steen_twelfth-night-1668.jpg,5,2,4
44181,jan-steen_twin-birth-celebration-1668.jpg,7,2,4
44182,jan-steen_village-school.jpg,7,2,4
44183,jan-steen_wealth-is-looking-1663.jpg,5,2,4
44184,jan-steen_wedding-feast-at-cana-1672.jpg,1,2,12
44185,jan-steen_wedding-of-sarah-and-tobias.jpg,7,2,12
44186,jan-steen_wedding-of-tobias-and-sarah-1668.jpg,1,2,12
44187,jan-steen_wedding-of-tobias-and-sarah.jpg,8,2,12
44188,jan-steen_wine-is-a-mocker-1670.jpg,4,2,4
44189,jan-steen_winning-speaker.jpg,5,2,4
44190,jan-steen_winter-landscape.jpg,2,2,8
44191,jan-steen_woman-at-her-toilet-1663.jpg,8,2,4
44192,jan-steen_woman-playing-the-sistrum.jpg,8,2,4
44193,jan-steen_worship-of-golden-calf-1677.jpg,3,2,12
44194,jan-steen_wrath-of-ahasuerus-1673.jpg,7,2,12
44195,claude-monet_dandelions.jpg,1,24,10
44196,ernst-ludwig-kirchner_after-the-bath.jpg,4,3,0
44197,ernst-ludwig-kirchner_albert-square-in-dresden.jpg,2,3,4
44198,ernst-ludwig-kirchner_archer.jpg,3,3,4
44199,ernst-ludwig-kirchner_archer-at-wildboden-1937.jpg,8,3,4
44200,ernst-ludwig-kirchner_archers-1937.jpg,2,3,4
44201,ernst-ludwig-kirchner_arching-girls-in-the-wood.jpg,2,3,4
44202,ernst-ludwig-kirchner_arcrobats.jpg,1,3,4
44203,ernst-ludwig-kirchner_artist-and-female-modell.jpg,4,3,4
44204,ernst-ludwig-kirchner_artist-begging-for-applause.jpg,5,3,4
44205,ernst-ludwig-kirchner_at-the-forest-edge-1936.jpg,3,3,8
44206,ernst-ludwig-kirchner_bathers-at-sea.jpg,8,3,0
44207,ernst-ludwig-kirchner_bathers-on-the-lawn.jpg,3,3,0
44208,ernst-ludwig-kirchner_bathers-under-trees.jpg,8,3,4
44209,ernst-ludwig-kirchner_bathing-woman-between-rocks.jpg,2,3,0
44210,ernst-ludwig-kirchner_bathing-women-and-children-1932.jpg,5,3,0
44211,ernst-ludwig-kirchner_bathing-women-between-white-rocks.jpg,5,3,0
44212,ernst-ludwig-kirchner_bathing-women-in-a-room-1908.jpg,4,3,0
44213,ernst-ludwig-kirchner_berlin-street-scene-1914.jpg,3,3,4
44214,ernst-ludwig-kirchner_blond-woman-in-a-red-dress-portrait-of-elisabeth-hembus.jpg,2,3,9
44215,ernst-ludwig-kirchner_blue-dressed-artists.jpg,0,3,4
44216,ernst-ludwig-kirchner_book-illustration-side-of-the-military-road.jpg,1,3,16
44217,ernst-ludwig-kirchner_boy-with-arrow.jpg,1,3,4
44218,ernst-ludwig-kirchner_brandenburg-gate-in-berlin.jpg,3,3,17
44219,ernst-ludwig-kirchner_bridge-in-berlin.jpg,7,3,17
44220,ernst-ludwig-kirchner_bridge-in-landwassertal.jpg,3,3,8
44221,ernst-ludwig-kirchner_bridge-in-wiesen.jpg,3,3,8
44224,ernst-ludwig-kirchner_cake-walk.jpg,2,3,4
44225,ernst-ludwig-kirchner_capelli-rossi-red-hair.jpg,6,3,0
44226,ernst-ludwig-kirchner_cattles-in-the-spring.jpg,8,3,2
44227,ernst-ludwig-kirchner_cattles-under-a-rainbow.jpg,2,3,2
44228,ernst-ludwig-kirchner_circus-rider.jpg,2,3,4
44229,ernst-ludwig-kirchner_circus-rider-1.jpg,7,3,4
44230,ernst-ludwig-kirchner_clavadel-mountain-seen-from-frauenkirch.jpg,2,3,8
44231,ernst-ludwig-kirchner_coast-of-fehmarn.jpg,2,3,8
44232,ernst-ludwig-kirchner_cocotte-on-the-road.jpg,1,3,4
44233,ernst-ludwig-kirchner_coffee-drinking-women.jpg,5,3,4
44234,ernst-ludwig-kirchner_colourful-dance.jpg,3,3,4
44235,ernst-ludwig-kirchner_colourful-dance-1.jpg,5,3,4
44236,ernst-ludwig-kirchner_colourful-dance-1932.jpg,3,3,4
44237,ernst-ludwig-kirchner_couple.jpg,8,3,0
44238,ernst-ludwig-kirchner_couple-1908.jpg,8,3,0
44239,ernst-ludwig-kirchner_couple-in-a-room.jpg,5,3,4
44240,ernst-ludwig-kirchner_cows-at-sunset-1919.jpg,5,3,2
44241,ernst-ludwig-kirchner_crouching-girl.jpg,6,3,0
44242,ernst-ludwig-kirchner_czardas-dancers-1920.jpg,5,3,4
44243,ernst-ludwig-kirchner_dance.jpg,6,3,4
44244,ernst-ludwig-kirchner_dance-group-of-the-mary-wigman-school-in-dresden.jpg,5,3,14
44245,ernst-ludwig-kirchner_dance-of-negros.jpg,3,3,4
44246,ernst-ludwig-kirchner_dance-school.jpg,6,3,4
44247,ernst-ludwig-kirchner_dance-shool.jpg,6,3,14
44248,ernst-ludwig-kirchner_dancer-1912.jpg,5,3,4
44249,ernst-ludwig-kirchner_dancer.jpg,5,3,4
44250,ernst-ludwig-kirchner_dancer-and-audience-1917.jpg,5,3,4
44251,ernst-ludwig-kirchner_dancer-in-a-blue-skirt.jpg,5,3,4
44252,ernst-ludwig-kirchner_dancing-couple-1914.jpg,5,3,4
44253,ernst-ludwig-kirchner_dancing-couple.jpg,8,3,4
44254,ernst-ludwig-kirchner_dancing-couple-of-the-variety.jpg,3,3,4
44255,ernst-ludwig-kirchner_dancing-female-nude-gret-palucca.jpg,6,7,4
44256,ernst-ludwig-kirchner_dancing-girls-in-colourful-rays-1937.jpg,3,3,4
44257,ernst-ludwig-kirchner_dancing-mary-wigman.jpg,1,3,4
44258,ernst-ludwig-kirchner_davos-in-snow.jpg,3,3,8
44259,ernst-ludwig-kirchner_davos-in-summer.jpg,2,3,8
44260,ernst-ludwig-kirchner_der-belle-alliance-platz-in-berlin.jpg,8,3,17
44261,ernst-ludwig-kirchner_design-for-the-banquet-hall-in-essen-1933.jpg,3,3,4
44262,ernst-ludwig-kirchner_design-for-the-banquet-hall-in-essen-1933-1.jpg,8,3,4
44263,ernst-ludwig-kirchner_design-for-the-wall-painting-colourful-dance.jpg,3,3,4
44264,ernst-ludwig-kirchner_dodo-and-her-son.jpg,2,3,9
44265,ernst-ludwig-kirchner_dodo-head-on-pillow.jpg,7,3,9
44266,ernst-ludwig-kirchner_dodo-with-a-big-feather-hat.jpg,2,3,9
44267,ernst-ludwig-kirchner_dodo-with-large-fan.jpg,6,3,0
44268,ernst-ludwig-kirchner_donna-nella-notte.jpg,7,3,9
44269,ernst-ludwig-kirchner_douple-self-portrait.jpg,8,3,3
44270,ernst-ludwig-kirchner_dr-o-kohnstamm.jpg,7,3,9
44271,ernst-ludwig-kirchner_dresden-friedrichstadt.jpg,2,3,17
44272,ernst-ludwig-kirchner_english-dance-couple-1913.jpg,3,3,4
44273,ernst-ludwig-kirchner_english-dancers.jpg,5,3,4
44274,ernst-ludwig-kirchner_equestrienne.jpg,2,3,4
44275,ernst-ludwig-kirchner_equestrienne-1.jpg,7,3,4
44276,ernst-ludwig-kirchner_erna-japanschirm.jpg,8,3,9
44277,ernst-ludwig-kirchner_erna-with-cigarette-1915.jpg,2,3,9
44278,ernst-ludwig-kirchner_evenig-scene.jpg,7,3,4
44279,ernst-ludwig-kirchner_farmer-milking-a-goat.jpg,3,3,4
44280,ernst-ludwig-kirchner_farmers-driving-cattle-to-a-alpine-pasture.jpg,2,3,8
44281,ernst-ludwig-kirchner_female-artist.jpg,2,3,9
44282,ernst-ludwig-kirchner_female-cabaret-dancer.jpg,8,3,4
44283,ernst-ludwig-kirchner_female-dancer.jpg,8,3,4
44284,ernst-ludwig-kirchner_female-head.jpg,4,3,9
44285,ernst-ludwig-kirchner_female-lover.jpg,8,3,0
44286,ernst-ludwig-kirchner_female-nude-kneeling-before-a-red-screen.jpg,7,3,0
44287,ernst-ludwig-kirchner_female-nude-with-black-hat.jpg,8,3,0
44288,ernst-ludwig-kirchner_female-nude-with-black-hat-1.jpg,3,3,0
44289,ernst-ludwig-kirchner_female-nude-with-black-hat-2.jpg,7,3,0
44290,ernst-ludwig-kirchner_female-nude-with-shadow-of-a-twig.jpg,8,3,0
44291,ernst-ludwig-kirchner_female-nudes.jpg,7,3,0
44292,ernst-ludwig-kirchner_female-nudes-in-a-atelier.jpg,8,3,0
44293,ernst-ludwig-kirchner_female-nudes-striding-into-the-sea.jpg,7,3,0
44294,ernst-ludwig-kirchner_female-rider-1932.jpg,5,7,4
44295,ernst-ludwig-kirchner_firs.jpg,2,3,8
44296,ernst-ludwig-kirchner_five-bathing-women-at-a-lake.jpg,5,3,0
44297,ernst-ludwig-kirchner_five-women-at-the-street.jpg,5,3,4
44298,ernst-ludwig-kirchner_five-women-on-the-street.jpg,5,3,4
44299,ernst-ludwig-kirchner_forest-cemetery.jpg,2,3,8
44300,ernst-ludwig-kirchner_forest-gorge.jpg,2,3,8
44301,ernst-ludwig-kirchner_four-bathers.jpg,2,3,0
44302,ernst-ludwig-kirchner_frankfurter-westhafen.jpg,3,3,17
44303,ernst-ludwig-kirchner_frauenkirche.jpg,8,3,17
44304,ernst-ludwig-kirchner_friedrichstrasse-berlin.jpg,7,3,17
44306,ernst-ludwig-kirchner_gasometer-in-vorortbahn-1920.jpg,7,3,17
44307,ernst-ludwig-kirchner_gateway-to-the-freight-depot-in-altstadt.jpg,7,3,17
44308,ernst-ludwig-kirchner_gelbes-engelufer-in-berlin.jpg,8,3,17
44309,ernst-ludwig-kirchner_girl-with-cat-franzi.jpg,4,3,4
44310,ernst-ludwig-kirchner_girl-with-long-hair.jpg,4,3,9
44311,ernst-ludwig-kirchner_graef-and-friend.jpg,4,3,9
44312,ernst-ludwig-kirchner_great-lovers-mr-and-miss-hembus.jpg,6,7,4
44313,ernst-ludwig-kirchner_green-house.jpg,8,3,17
44314,ernst-ludwig-kirchner_group-of-artists-1927.jpg,7,3,9
44315,ernst-ludwig-kirchner_half-naked-woman-with-a-hat-1911.jpg,3,3,0
44316,ernst-ludwig-kirchner_hallesches-tor-berlin.jpg,8,3,17
44317,ernst-ludwig-kirchner_hamburg-dancers.jpg,3,3,4
44318,ernst-ludwig-kirchner_head-bosshart.jpg,2,3,14
44319,ernst-ludwig-kirchner_head-of-a-sick-man.jpg,7,3,3
44320,ernst-ludwig-kirchner_head-of-a-sick-man-self-portrait.jpg,7,3,3
44321,ernst-ludwig-kirchner_head-of-a-woman-in-front-of-sunflowers.jpg,4,3,9
44322,ernst-ludwig-kirchner_head-of-dr-bauer.jpg,7,3,9
44323,ernst-ludwig-kirchner_head-of-dr-bauer-1.jpg,7,3,9
44324,ernst-ludwig-kirchner_head-of-the-painter-self-portrait.jpg,6,3,3
44325,ernst-ludwig-kirchner_house-in-the-meadows.jpg,2,3,8
44326,ernst-ludwig-kirchner_house-on-fehmarn.jpg,2,3,8
44327,ernst-ludwig-kirchner_hungarian-dance.jpg,3,3,4
44328,ernst-ludwig-kirchner_in-the-greenhouse.jpg,2,3,4
44329,ernst-ludwig-kirchner_interieur.jpg,5,3,4
44330,ernst-ludwig-kirchner_junkerboden.jpg,7,3,8
44331,ernst-ludwig-kirchner_kokottenkopf-with-feathered-hat.jpg,2,3,9
44336,ernst-ludwig-kirchner_landscape-in-the-spring.jpg,2,3,8
