artwork,style,genre,emotion
42168,14,17,1
42167,14,17,2
42166,14,17,4
42165,14,17,4
42164,14,17,3
42163,14,17,2
42162,14,17,2
42159,14,17,4
42157,14,17,2
42156,14,17,2
42155,14,17,3
42153,14,12,1
42150,14,17,2
42149,14,8,2
42145,14,17,4
42144,14,17,2
42143,14,17,2
42139,14,17,1
42137,14,17,1
42136,14,17,3
42134,14,17,2
42133,14,17,2
42132,14,17,2
42131,14,17,2
42130,14,17,2
42129,14,4,8
47909,9,12,4
47908,9,12,1
47907,9,12,1
47906,9,12,1
47904,9,12,1
47905,9,12,1
47903,9,12,3
47902,9,12,1
47901,9,12,1
47899,9,12,1
47900,9,12,1
47898,9,12,3
47897,9,12,8
47895,9,12,1
47894,9,4,5
47892,9,4,1
47893,9,4,1
47890,9,12,1
47891,9,12,1
47889,9,12,2
47888,9,12,1
47887,9,12,7
47885,9,12,6
47883,9,12,8
47880,9,12,2
47879,9,12,1
47878,9,12,3
47875,9,12,8
47877,9,12,2
47873,9,12,1
47874,9,12,1
47872,9,12,1
47871,9,12,2
47870,9,12,1
47869,9,12,4
47866,9,12,2
47865,9,12,6
47864,9,12,8
47863,9,12,1
47862,9,12,2
47867,9,12,1
47861,9,12,4
47860,9,12,1
47859,9,12,2
47857,9,12,5
47855,9,12,1
47856,9,12,1
47853,9,12,1
47852,9,12,1
47850,9,12,7
47848,9,12,1
47847,9,12,2
47846,9,12,8
47845,9,12,1
47844,9,12,2
47841,9,12,8
47840,9,12,3
47837,9,12,1
47836,9,12,1
47835,9,12,2
47834,9,12,1
47833,9,12,1
47832,9,12,1
47827,9,12,1
47831,9,12,1
47830,9,12,1
47829,9,12,1
47828,9,12,1
47826,9,12,1
47825,9,12,4
47824,9,12,8
47823,9,12,1
47815,9,12,8
47821,9,9,8
47819,9,9,2
47818,9,12,3
47817,9,12,1
47816,9,12,5
47806,9,12,1
47813,9,9,8
47812,9,9,4
47811,9,9,7
47810,9,9,2
47809,9,12,1
47807,9,8,1
47805,9,12,4
47804,9,12,1
47910,9,12,1
47803,9,12,1
47802,9,12,1
47801,9,12,1
47799,9,12,1
47798,9,12,1
47797,9,12,2
47795,9,12,1
47796,9,12,4
47794,9,12,1
47793,9,12,2
47791,9,12,8
47790,9,12,1
47787,9,12,2
47785,9,12,1
47786,9,12,7
47784,9,12,8
47782,9,12,4
47781,9,12,4
47779,9,12,4
47778,9,12,1
47777,9,12,4
47775,9,12,8
47774,9,12,3
47770,9,12,2
47772,9,12,2
47771,9,2,2
47769,9,12,2
47768,9,12,2
47766,9,12,1
47767,9,12,5
62460,14,14,1
62457,14,9,2
62456,14,9,4
62451,14,12,3
62449,14,9,1
62448,14,12,1
62445,14,9,1
62441,14,9,1
62438,14,9,1
62437,14,9,1
62435,14,9,1
62434,14,9,8
62433,14,9,1
62432,14,9,1
62430,14,9,8
62465,14,9,8
62427,14,9,1
62426,14,9,2
62424,14,9,2
62420,14,9,8
62418,14,12,1
62417,14,13,6
62416,14,4,2
62414,14,9,1
62413,14,9,1
62410,14,9,1
62407,14,9,4
62404,14,13,1
62396,14,9,5
77954,7,14,8
77948,7,15,8
77947,7,15,2
77895,7,8,2
81147,21,4,5
81142,21,9,4
81141,3,9,5
81137,21,4,2
81268,3,17,8
81263,16,17,3
81259,21,15,8
81257,21,4,4
81252,3,0,7
81251,21,15,7
81249,16,9,5
81245,21,9,4
74599,25,4,2
74598,25,9,1
74595,24,8,1
74593,24,8,1
74592,25,9,2
74591,25,9,2
74590,25,9,2
74589,25,9,1
74587,25,4,1
74585,25,0,1
74583,25,0,8
74584,25,0,3
74581,25,0,3
74582,25,0,3
74580,25,9,8
74579,25,8,1
74578,24,8,2
74576,25,1,1
74574,25,9,3
74572,25,2,1
74570,24,15,2
74569,25,1,2
74568,25,9,1
74566,24,8,3
74565,25,7,3
74563,25,9,1
74561,17,6,4
80640,17,7,7
80637,23,7,7
8496,2,12,1
8495,2,14,7
8494,2,12,2
8493,2,12,1
8492,2,12,2
8488,2,4,4
8487,2,4,1
8485,2,4,2
8484,2,12,4
8482,2,12,1
8481,2,12,1
8480,2,12,2
8478,2,12,1
8477,2,4,2
8476,2,12,4
8475,2,12,1
8474,2,12,7
8473,2,12,2
8472,2,12,1
8470,2,12,2
8468,2,12,1
8467,2,12,1
8466,2,12,2
8465,2,4,2
8462,2,12,2
8464,2,14,1
8458,2,14,4
8461,2,12,1
8460,2,12,1
8457,2,12,1
8459,2,12,1
8453,2,12,2
8456,2,12,2
8450,2,4,2
8449,2,14,2
8445,2,12,6
8444,2,12,1
8443,2,12,4
8442,2,12,4
8441,2,12,1
8440,2,12,1
8439,2,12,4
8438,2,12,1
8437,2,12,1
8435,2,12,2
8434,2,12,2
17642,2,12,1
8431,2,12,8
8430,2,12,1
8428,2,12,8
8425,2,3,4
8424,2,12,8
8419,2,14,7
8418,2,12,1
8417,2,12,4
8416,2,12,8
8414,2,12,1
8412,2,12,8
8410,2,12,2
8411,2,14,8
8409,2,12,5
8408,2,12,4
8407,2,12,8
8406,2,12,3
8405,2,14,2
8404,2,14,4
8403,2,9,6
8401,2,9,8
8399,2,14,2
8398,2,12,7
8394,2,12,8
8393,2,12,8
8392,2,12,1
8390,2,12,4
8388,2,12,2
8387,2,12,5
8386,2,12,2
8385,2,12,8
8383,2,12,8
8382,2,12,7
8379,2,12,7
8376,2,14,8
8375,2,12,2
8374,2,12,1
8373,2,12,4
8371,2,12,1
8369,2,4,2
8368,2,12,1
8367,2,12,4
8366,2,12,1
8364,2,12,4
8362,2,4,2
8359,2,12,8
8358,2,12,4
8356,2,12,4
8357,2,12,4
8355,2,4,5
8353,2,12,4
8352,2,14,2
8351,2,4,4
8350,2,12,1
8349,2,12,8
8347,2,4,2
8346,2,12,1
8344,2,12,4
8342,2,14,7
8341,2,12,1
8340,2,12,8
8339,2,12,1
8337,2,12,1
8336,2,12,2
8335,2,12,4
8334,2,12,2
8333,2,12,1
8332,2,12,1
8330,2,12,1
8329,2,12,1
8331,2,12,2
8328,2,12,3
8326,2,4,4
8324,2,4,2
8323,2,4,5
66842,17,6,2
66846,23,6,8
66843,23,6,4
53430,17,6,4
53429,17,6,2
66845,17,6,4
53428,23,6,8
53424,3,9,2
53401,23,6,8
53400,23,6,8
53375,23,6,8
53374,23,6,4
53416,23,6,8
39553,3,4,2
39552,3,14,2
39551,3,4,2
39546,3,8,2
39543,3,0,4
39542,3,0,3
39527,3,4,5
39523,3,8,2
39522,3,14,1
39520,3,14,2
39519,3,14,2
39518,3,14,2
39515,3,4,5
39509,3,9,7
39507,3,4,5
39506,3,4,2
39505,3,8,2
39503,3,0,8
39499,3,0,7
39497,3,8,2
39496,3,8,2
39495,3,8,4
39485,3,8,4
39484,3,4,8
39481,3,4,4
39479,3,0,8
39475,3,9,8
39473,3,4,8
39471,3,8,2
83189,21,0,8
83188,21,9,4
83187,21,9,3
83186,21,8,2
83184,25,9,4
83183,21,9,2
83181,21,4,1
83179,21,9,4
83178,21,9,2
83176,21,4,2
83174,21,4,2
83173,21,8,2
83172,21,14,2
83171,25,9,3
83169,21,3,7
83167,21,9,2
83166,21,9,2
83164,21,9,2
83163,21,9,2
83162,21,8,2
83158,21,12,1
83157,25,9,2
83156,21,9,4
83154,21,4,2
83153,21,4,4
83152,21,9,4
83149,21,8,8
83147,21,9,8
83146,21,9,5
83144,21,8,2
83140,21,9,1
83136,21,9,3
83134,21,9,4
83128,21,9,2
83125,21,9,8
83124,21,10,2
83123,21,9,5
83121,21,0,5
83119,21,0,2
83115,21,9,1
83114,21,9,4
53059,24,0,2
53060,24,9,2
52095,24,8,8
72826,7,9,4
75140,7,8,2
75139,21,8,2
75134,7,8,1
75133,21,17,3
75131,24,8,2
75129,7,15,3
75127,16,15,8
72824,21,3,8
72823,21,9,2
75123,16,9,2
75121,16,8,2
75119,7,8,2
75118,21,17,1
75117,21,15,8
72821,7,8,2
75116,7,8,3
75115,24,8,2
75114,21,4,5
75113,16,8,2
75111,21,8,2
72820,7,8,2
72819,21,8,2
72818,24,8,2
75103,7,15,1
75102,16,8,5
72814,7,6,1
75097,16,8,2
75092,24,8,2
75090,16,17,3
42491,3,14,8
42486,3,4,4
42483,3,8,2
42482,3,15,2
42481,3,14,5
42480,3,4,2
42479,16,4,3
42474,3,4,1
42470,3,8,8
42468,3,17,4
42464,3,17,3
42460,3,17,2
42457,3,14,2
42455,3,3,4
42454,3,0,2
42448,3,8,7
42447,3,0,3
42444,3,9,4
42439,3,9,2
42436,16,4,2
42431,3,8,2
42430,3,9,7
42428,16,4,2
42422,3,4,1
42420,3,4,5
42418,3,0,8
42417,3,0,4
42415,16,9,2
42408,16,4,3
42407,16,4,2
42406,16,4,1
42404,3,2,1
42400,3,4,8
42399,3,4,8
67689,19,9,4
40205,1,16,2
40199,1,16,1
40211,1,16,5
40197,1,11,2
40191,1,16,8
40210,1,16,8
40182,1,16,4
40170,1,16,5
40209,1,16,7
40165,1,16,7
40163,1,16,3
40162,1,16,5
40160,1,16,2
40158,1,4,5
40157,1,16,5
40151,1,11,8
40150,1,11,8
40149,1,11,3
40147,1,16,5
40142,1,16,5
40141,1,16,3
40136,1,16,1
40134,1,16,2
40132,1,4,2
40131,1,16,8
40129,1,16,3
40120,1,4,2
40112,1,16,8
40104,1,11,7
40103,1,16,5
40097,1,11,8
40094,1,16,4
40093,1,11,5
40089,1,16,4
40088,1,16,5
40085,1,4,8
40082,1,16,1
40077,1,11,7
40074,1,16,2
40069,1,11,8
40067,1,11,7
40066,1,16,5
40065,1,16,5
40064,1,16,8
40061,1,16,2
40060,1,16,2
40059,1,16,7
40056,1,16,4
40055,1,16,7
40054,1,16,3
40053,1,16,4
40051,1,16,1
40050,1,9,2
40049,1,4,8
40046,1,11,4
40041,1,11,1
40039,1,11,8
40038,1,11,8
40206,1,11,8
40031,1,11,1
40032,1,11,7
40026,1,11,5
40207,1,16,5
40020,1,11,7
40019,1,11,8
40018,1,9,7
40001,1,11,2
39998,1,16,7
39994,1,11,8
39992,1,4,5
39990,1,4,1
39988,1,11,8
39986,1,16,4
39987,1,16,8
39984,1,11,8
80997,17,6,3
73697,24,8,8
73696,24,8,8
73695,24,4,2
73694,24,8,2
73692,21,8,1
73690,21,8,2
73689,24,8,2
73688,24,17,2
73687,24,8,4
73686,24,8,2
73685,24,8,2
73683,24,8,2
73682,24,8,1
73681,21,17,2
73680,24,8,3
73679,24,17,8
73678,24,8,1
73674,21,8,2
73676,21,8,2
73675,21,8,2
73673,21,8,1
73671,24,10,2
73669,24,8,2
73668,24,8,2
64255,3,4,7
64251,21,17,1
64242,3,4,7
64238,3,15,5
64254,21,4,4
64218,3,17,2
64204,3,4,7
64232,3,4,5
64237,21,17,2
64264,3,9,2
64234,21,9,2
64227,21,9,2
64231,3,4,2
64239,3,7,5
64240,21,17,3
64257,3,4,1
64259,3,17,2
64252,21,4,8
64243,21,0,3
64253,3,4,1
64224,3,4,3
64206,3,4,4
64233,21,17,2
64246,21,9,4
64258,3,1,3
64265,3,4,1
64228,3,4,8
75925,24,4,2
75935,24,4,2
75934,24,14,4
75926,24,4,1
75930,24,4,4
75931,24,4,2
75936,24,4,2
69390,25,4,1
69389,25,10,2
69387,25,15,1
69386,25,15,2
69385,25,10,2
69384,25,15,8
69383,21,15,3
69381,25,15,8
69380,25,15,1
69379,21,10,3
69376,25,9,7
69372,24,4,8
69369,21,8,2
76328,17,6,8
76326,17,6,3
76320,17,8,1
76319,17,6,2
76318,17,6,3
76317,17,6,2
76316,17,6,5
76315,17,8,3
76323,17,6,3
76322,17,8,2
74318,24,8,2
74317,24,8,2
61226,22,8,2
61225,22,4,2
61224,22,4,2
61223,22,4,8
61221,22,4,3
61228,22,16,1
61220,22,12,8
61215,22,16,1
61214,22,4,5
61213,22,9,2
61212,22,9,1
61210,22,9,2
61209,22,4,4
61208,22,16,1
61207,22,4,2
61206,22,4,2
61205,22,9,2
61204,22,8,2
79158,2,4,8
79155,2,3,4
79153,2,13,1
79152,2,9,2
79151,2,13,8
79150,2,13,4
3769,21,9,8
3766,17,6,1
3764,7,6,5
3763,21,14,7
3759,7,6,3
3758,7,6,5
3747,7,6,8
3745,21,17,2
3740,21,9,4
3739,21,9,4
3735,21,9,1
3729,7,6,1
3721,21,9,1
3705,7,9,1
3704,7,6,8
70787,24,1,1
71253,24,8,2
70786,24,10,2
71193,24,8,2
70784,24,17,2
71191,24,8,2
70776,24,8,2
70774,24,8,2
70772,24,8,2
70771,24,8,2
70770,24,17,2
71254,24,8,2
70768,24,8,3
70767,24,8,2
70766,24,8,8
70765,24,8,2
70762,16,1,2
70761,24,8,5
70760,24,8,2
71194,24,8,2
72648,24,8,2
71195,24,8,2
70757,24,8,3
70755,24,8,7
70742,16,8,3
70753,24,8,2
70751,16,8,2
70750,24,8,1
70749,24,8,1
70748,24,8,1
70747,24,8,2
71252,24,8,2
72660,24,8,2
70745,24,8,2
70743,24,8,2
84216,29,11,8
84214,29,4,5
84213,29,4,8
84212,29,4,4
84211,29,8,2
84210,29,4,1
84200,29,4,2
84198,29,8,3
84197,29,10,5
84196,29,4,8
84194,29,4,1
84193,29,2,5
34511,24,8,2
34510,24,8,2
34509,24,8,8
34508,24,8,4
34506,24,8,2
34500,24,8,2
34499,25,17,2
34498,25,17,1
34497,25,17,1
34496,24,8,2
34494,25,8,2
34491,24,8,2
34492,24,8,3
34488,24,8,1
34487,25,8,2
34485,25,8,2
34483,25,9,2
34468,24,8,2
34478,24,8,1
34477,24,8,2
34474,24,8,1
34471,24,8,1
34470,24,8,2
34469,24,4,1
34467,25,8,2
34463,25,8,2
34461,24,8,2
34459,25,8,1
34460,24,8,1
34458,24,8,2
34457,25,8,1
34452,25,1,2
34455,24,8,4
34454,24,8,2
34453,25,1,2
34451,24,17,2
34449,24,8,4
34446,24,8,1
34448,24,8,1
34447,24,8,1
34442,24,8,8
34445,25,8,1
34444,24,8,1
34443,24,8,1
34441,25,9,1
34439,25,9,8
34435,25,8,1
34434,25,8,4
34433,25,8,2
34432,24,8,2
34429,24,8,2
34430,25,8,2
34425,24,8,2
34428,24,14,4
34427,25,14,4
34426,24,8,1
34424,24,8,2
34422,24,1,2
34420,24,8,7
34419,25,8,2
34418,24,8,7
34417,25,9,4
34415,25,8,2
34413,25,8,2
34414,24,8,2
34412,24,8,2
34411,24,8,7
34410,24,8,2
34409,25,8,1
34397,24,8,3
34405,25,14,4
34401,24,14,7
34396,24,8,2
34395,25,8,1
34393,25,1,8
34389,24,8,2
34383,24,8,2
34388,24,8,1
34386,25,8,2
34387,25,8,1
34384,24,8,2
34385,24,8,2
34382,25,8,1
34381,25,8,2
34379,25,8,2
34380,24,8,2
34378,24,8,2
34502,24,8,1
34375,24,8,4
34373,24,8,2
34372,24,8,7
34371,24,8,1
34369,24,8,2
34368,25,4,4
34367,24,12,7
34361,24,8,2
34365,24,8,2
34363,25,8,4
34360,24,8,2
34356,24,8,7
34358,24,8,1
34354,25,8,7
34357,24,8,4
34348,24,8,7
34345,25,8,2
34342,24,8,2
34344,24,8,8
34343,24,8,2
34526,25,17,2
34524,21,17,5
34520,7,3,1
34522,21,3,4
34515,7,17,2
74542,23,6,8
74534,23,6,8
74526,19,7,2
74520,19,7,5
62681,29,3,4
62679,29,3,6
62674,29,12,2
74515,25,9,5
74511,25,9,2
74510,3,8,1
74509,25,9,2
74504,25,3,7
74502,11,5,8
773,9,12,7
793,9,12,8
780,9,12,2
792,9,12,8
791,9,12,5
797,9,3,5
779,9,12,1
782,9,9,8
786,9,9,2
775,9,9,7
795,9,12,8
801,9,12,4
804,9,12,1
794,9,12,5
776,9,12,4
805,9,12,4
796,9,12,1
802,9,12,1
79910,22,1,1
79909,22,1,7
79907,22,1,1
79906,22,1,7
79905,22,1,2
79901,22,1,7
79900,22,1,7
79898,22,1,7
75530,25,14,4
75523,25,9,8
75522,25,9,4
75521,25,9,1
75518,25,0,7
29805,14,14,2
29804,14,14,4
29801,14,4,1
29799,14,4,7
29798,14,4,2
29797,14,13,7
29796,14,4,5
29795,14,12,7
29793,14,4,5
29792,14,9,2
29787,14,14,4
29786,14,14,1
29785,14,9,1
29784,14,14,6
29782,14,4,8
29781,14,4,7
29778,14,14,2
29775,14,9,2
29774,14,4,5
29773,14,4,8
29772,14,4,4
29767,14,13,8
29766,14,13,8
29765,14,16,5
29762,14,4,5
59098,14,9,3
59097,14,9,2
59096,14,9,1
59095,14,9,1
59094,14,13,1
59093,14,9,2
59092,14,9,2
59091,14,9,8
59090,14,9,1
59088,14,9,5
59087,14,9,1
59084,14,9,2
59083,2,9,5
59082,2,9,1
59081,14,9,1
59077,14,9,5
59076,14,9,2
59075,14,9,2
59074,14,9,2
59073,14,9,1
59072,2,9,2
59102,14,9,5
59069,2,9,5
59067,14,9,5
59066,14,9,2
59065,14,9,8
59064,14,9,2
59063,14,9,6
59061,14,9,8
59060,2,9,1
59058,14,9,2
59057,14,9,8
59055,14,9,2
59051,14,9,8
59049,14,9,1
59048,14,9,1
59047,14,9,1
59046,14,9,8
59045,14,9,1
59043,14,9,2
59044,14,9,1
59042,14,9,1
59040,2,9,8
59039,2,9,1
59038,14,9,2
59037,14,9,2
59101,14,9,2
59035,14,12,1
59099,14,9,2
59034,14,9,2
46839,24,17,2
46837,24,17,3
46838,24,17,2
46832,24,17,3
46830,24,17,2
46831,24,17,3
46829,24,17,3
46828,24,17,2
46824,24,17,2
46820,24,17,2
46817,24,17,2
46815,24,17,2
46816,24,17,1
46814,24,17,2
46796,24,17,1
46808,24,17,1
46809,24,17,3
46802,24,17,2
46799,24,17,3
46807,24,17,2
46795,24,17,2
46794,24,17,1
46792,24,17,2
46791,24,17,3
46783,24,17,1
46787,24,17,2
46786,24,17,2
46785,24,17,4
46784,24,17,4
46772,24,17,2
46778,24,17,3
46777,24,17,3
46776,24,17,2
46774,24,17,1
46782,24,17,2
46769,24,17,4
46768,24,17,2
46767,24,17,3
46759,24,17,2
46762,24,17,2
46761,24,17,2
46758,24,17,3
46757,24,17,1
46789,24,17,4
46750,24,17,1
46747,24,17,3
46746,24,17,1
46744,24,17,1
46741,24,17,3
46742,24,17,2
46737,24,17,3
46733,24,17,3
46734,24,17,1
46732,24,17,3
46728,24,17,2
46727,24,17,2
46723,24,17,1
46722,24,17,2
46721,24,17,1
46726,24,17,1
46718,24,17,2
46719,24,17,2
46711,24,17,3
46712,24,17,2
46709,24,17,2
46708,24,17,2
46706,24,17,2
46704,24,17,4
46703,24,17,2
46702,24,17,2
46693,24,17,3
46696,24,17,1
46700,24,17,3
46698,24,17,3
46697,24,17,3
46695,24,17,2
46694,24,17,3
46692,24,17,3
46689,24,17,2
46684,24,17,3
46688,24,17,3
46686,24,17,3
46682,24,17,5
46680,24,17,3
46678,24,17,3
46677,24,17,2
46676,24,17,3
46675,24,17,3
46674,24,17,8
46672,24,17,2
46665,24,17,2
46670,24,17,3
46669,24,17,2
7512,2,9,2
7511,2,9,5
7509,2,12,4
7504,2,9,1
7503,2,9,4
7502,2,12,1
7501,2,12,1
7497,2,9,2
7495,2,12,4
7492,2,14,1
7489,2,12,7
7488,2,9,2
7487,2,9,5
7486,2,9,1
7483,2,3,8
7481,2,12,6
7478,2,9,2
7479,2,9,2
7472,2,9,6
7471,2,9,1
7470,2,9,2
7469,2,9,2
7466,2,9,7
7465,2,9,4
7463,2,9,2
7462,2,9,2
7461,2,9,5
7460,2,9,5
7458,2,9,4
7457,2,9,2
7456,2,9,5
7455,2,9,4
7454,2,9,6
7453,2,9,7
7452,2,9,8
7451,2,9,5
7448,2,9,1
7447,2,9,4
7446,2,9,2
7445,2,9,8
7442,2,9,4
7441,2,9,2
7439,2,9,1
7438,2,9,6
7437,2,9,8
7436,2,9,8
7434,2,9,7
7433,2,9,8
7432,2,9,1
7431,2,9,2
7430,2,9,2
7427,2,9,2
7426,2,9,2
7423,2,9,1
7425,2,9,1
7424,2,9,1
7421,2,9,1
7420,2,9,1
7419,2,9,4
7417,2,9,2
7416,2,9,7
7414,2,9,2
7413,2,9,2
7411,2,9,5
7409,2,12,7
7408,2,9,4
7407,2,9,1
7406,2,9,2
7404,2,12,5
7403,2,9,4
7401,2,9,8
7400,2,9,5
7399,2,9,3
7397,2,9,1
7396,2,13,7
7395,2,9,5
7392,2,9,5
7390,2,9,5
7388,2,9,1
7387,2,9,1
7386,2,9,1
7385,2,12,8
7384,2,9,1
7383,2,9,2
7381,2,9,8
7380,2,9,2
7379,2,9,1
7377,2,13,4
7374,2,12,4
7371,2,9,5
7370,2,9,2
7367,2,12,1
7366,2,8,2
7365,2,9,2
7364,2,9,1
7362,2,9,7
7360,2,8,2
33842,2,13,5
33841,2,12,2
33839,2,13,7
33838,2,13,7
33837,2,13,2
33840,2,13,1
33835,2,13,8
33834,2,14,1
33832,2,12,7
33833,2,12,4
33831,2,12,1
33830,2,12,1
33828,2,12,7
33827,2,12,8
33826,2,12,2
33825,2,12,2
33824,2,12,1
33822,2,12,1
33821,2,8,1
33820,2,12,4
33819,2,12,4
33818,2,13,6
33817,2,12,1
33816,2,12,2
33815,2,13,1
33814,2,4,6
33812,2,12,1
33810,2,12,4
33808,2,13,1
33805,2,3,8
33803,2,12,6
33801,2,8,2
33800,2,12,2
33799,2,14,5
33798,2,9,8
33797,2,3,2
33796,2,9,2
33795,2,13,1
33791,2,12,4
33789,2,14,1
33788,2,8,2
33785,2,14,1
33782,2,13,1
33781,2,12,1
33780,2,13,8
33778,2,13,1
33775,2,13,1
33774,2,14,1
33773,2,12,2
33772,2,12,4
33771,2,12,8
33768,2,13,5
33766,2,12,2
33765,2,13,1
33764,2,12,1
33763,2,13,7
67619,23,6,8
67613,23,6,3
67923,23,6,2
67906,23,6,8
67905,23,6,2
70436,1,17,2
70435,1,17,2
70434,1,17,4
70432,1,8,2
70430,21,17,2
70428,1,17,4
70427,1,17,2
70426,1,17,3
70424,1,8,7
70422,1,17,1
70419,21,17,2
70418,1,17,2
70413,1,8,1
70412,1,17,4
70410,1,17,8
70408,1,8,1
70401,1,17,4
70400,1,17,4
70398,1,17,4
70397,1,17,2
70396,21,17,2
70395,1,8,4
70392,1,8,2
70391,1,17,5
70390,1,17,2
70389,1,8,1
70386,1,17,8
70385,1,17,2
70384,1,17,2
70383,1,17,2
70382,1,17,4
70380,1,8,2
70379,1,8,2
70377,1,8,7
70375,1,17,7
70372,1,17,2
70371,1,17,2
70370,1,17,2
70369,1,17,2
70368,1,8,4
70366,1,17,2
70365,1,8,7
70364,1,17,8
70362,21,8,2
70360,1,17,2
70359,1,17,2
70358,1,17,4
70355,1,17,7
70354,1,17,2
70351,21,17,8
70349,21,8,2
70348,1,17,2
70347,1,17,2
68690,21,9,4
68687,21,8,2
68683,21,8,2
68686,21,8,2
68682,7,0,8
68681,3,9,7
68680,3,8,2
68676,3,8,2
68675,7,0,2
68672,21,4,2
68669,21,8,2
68668,21,10,2
68663,3,8,3
68660,21,9,8
70003,23,6,2
70002,23,6,1
29758,19,8,7
29759,19,8,7
29757,19,9,5
72849,19,2,2
29753,19,11,5
29750,19,11,2
29749,19,9,5
72835,19,12,1
72836,19,12,1
29748,19,15,1
72850,19,9,1
29745,19,9,1
29742,19,3,7
29741,19,9,8
29738,19,4,4
29734,19,9,1
72852,19,9,2
29733,19,9,4
72845,19,10,2
29729,19,11,8
29724,19,9,7
29727,19,9,8
29726,19,9,4
29725,19,9,1
29719,19,9,7
29721,19,9,5
29720,19,9,4
29717,19,9,4
29716,19,9,8
29714,19,9,3
29705,19,9,2
29709,19,9,6
29707,19,9,5
29704,19,9,7
29702,19,9,1
29700,19,9,8
29701,19,9,2
29699,19,12,8
72843,19,9,7
29698,19,9,5
29697,19,10,3
29696,19,9,8
29695,19,9,8
72838,19,9,7
29694,19,9,1
29691,19,9,4
72832,19,9,4
29684,19,9,1
29688,19,9,5
29685,19,9,2
29687,19,9,1
29686,19,9,1
29683,19,9,7
29679,19,9,5
29677,19,9,8
29669,19,10,3
29672,19,10,8
29671,19,10,1
29670,19,10,8
68632,19,7,5
29661,19,11,6
29659,19,2,2
29658,19,2,5
72837,19,9,7
29646,19,2,2
29645,19,11,1
29644,19,9,1
72833,19,2,5
29638,19,11,5
29637,19,9,8
29636,19,15,3
61063,1,4,1
61057,22,4,7
61055,25,4,7
61053,22,13,4
61050,25,4,2
61052,25,4,4
61049,22,4,7
61045,22,4,1
61043,22,9,8
61042,22,9,5
61041,25,9,4
61066,25,9,4
61040,22,17,4
61039,25,17,4
61038,22,12,1
61035,22,16,7
61032,25,4,2
61028,1,16,1
61024,25,4,5
61022,22,16,7
61021,25,9,3
61016,1,16,8
59774,13,12,2
59773,13,12,2
59771,13,12,4
59769,13,12,1
59768,13,12,1
59767,13,12,6
59764,13,9,2
59763,13,9,1
59761,13,9,2
59762,13,9,2
59760,13,9,5
59758,13,9,6
59757,13,12,4
63239,13,12,1
63238,9,12,4
63237,9,12,4
63236,13,12,8
63235,9,12,8
63234,9,12,1
63243,9,10,2
63232,9,14,8
63231,13,4,3
63228,13,12,2
63227,9,12,4
63226,9,12,6
63223,13,12,8
63225,9,12,1
63224,13,12,4
63222,9,12,4
63221,13,13,1
63220,9,12,1
63242,9,12,1
63218,13,12,7
63216,13,12,7
63215,9,4,4
63214,13,12,2
63246,13,12,4
63212,9,12,1
63211,9,12,5
63209,13,4,1
63207,9,12,4
63206,9,14,4
63205,9,12,7
63204,9,12,4
63202,9,4,8
63201,13,4,7
63200,9,12,1
63199,9,13,7
63197,9,12,8
63195,9,12,4
63191,9,14,8
63190,13,12,7
63186,9,12,7
63185,13,12,3
63184,9,12,1
63182,13,12,1
63178,9,12,7
63180,9,12,1
63175,9,12,8
63177,9,12,1
63176,9,12,1
63173,13,12,1
63172,9,12,4
63171,13,12,8
63170,13,12,1
63169,9,12,4
63168,13,12,1
63167,13,14,8
63165,9,12,1
63164,9,12,4
63161,9,9,1
63158,9,12,7
63156,13,13,8
63155,13,13,2
63154,13,13,7
63241,13,13,7
63152,9,12,7
63151,9,12,4
63240,13,12,8
63150,9,12,4
63148,9,12,1
63149,13,12,2
63147,13,12,8
63146,13,12,7
63144,9,4,8
63143,13,13,7
63140,13,13,1
63139,13,12,4
63133,13,12,7
63137,13,12,1
63136,13,12,4
63135,9,12,8
63134,13,12,4
63129,9,13,1
63127,9,12,1
63125,9,12,4
63124,9,12,4
63123,9,12,1
63122,13,12,2
63121,9,12,8
59161,13,12,4
59159,13,12,1
59158,13,12,1
59157,13,12,1
59156,13,12,1
59155,13,12,1
59154,13,12,7
59153,13,12,8
59152,28,12,1
59151,13,12,7
59149,13,14,8
59148,13,14,1
59147,28,12,1
59144,13,12,2
59142,13,12,1
59143,13,12,1
59141,28,12,4
59139,13,9,7
59138,13,9,1
59134,13,12,8
59133,13,12,4
59131,13,12,8
59127,13,12,2
59129,13,12,1
59128,13,12,1
59126,28,12,1
59122,13,12,2
59123,13,14,1
59118,13,12,8
59120,28,12,1
59116,13,9,8
59115,13,9,2
59113,13,12,8
59112,13,12,8
59111,13,12,4
59108,28,12,7
59107,28,12,1
59109,28,12,1
59106,13,12,7
55430,9,12,8
55429,9,13,1
55428,9,12,1
55427,9,12,1
55426,9,12,7
55425,9,12,2
55424,9,12,1
55422,9,12,2
55421,9,12,1
55420,9,12,2
55419,9,12,4
55418,9,12,1
55417,9,12,8
55415,9,12,1
55414,9,9,5
55412,9,12,8
55409,9,9,7
55407,9,12,4
55405,9,12,8
55406,9,12,2
55404,9,12,4
55402,9,12,7
55400,9,9,1
55399,9,12,1
55398,9,9,1
55395,9,12,7
55394,9,9,5
55391,9,12,4
55393,9,12,1
74897,23,6,2
74966,12,6,8
66623,7,4,4
66631,7,4,4
66629,7,15,8
66627,7,5,6
66625,7,15,4
